Employee ID,Termdate,Total Teriminated
00-78679929,,0
00-44273540,,0
00-16122001,,0
00-26272875,,0
00-81260169,,0
00-12788232,,0
00-28782925,,0
00-18949617,,0
00-99530801,,0
00-15020855,,0
00-18434795,,0
00-70724380,,0
00-84664486,,0
00-27676124,,0
00-64262173,,0
00-60232033,,0
00-73171894,,0
00-69954440,,0
00-44517819,,0
00-42158168,,0
00-83957197,,0
00-23100061,,0
00-79241678,,0
00-47362868,,0
00-30036175,,0
00-68150952,,0
00-41895802,,0
00-13667070,,0
00-97370696,,0
00-52744749,,0
00-70974645,,0
00-76600213,,0
00-16144449,,0
00-25660291,,0
00-63719991,,0
00-53883276,,0
00-88466030,,0
00-29421410,,0
00-12947014,,0
00-69572971,,0
00-68993592,,0
00-15276591,,0
00-47309443,,0
00-33291610,,0
00-63964665,,0
00-47487708,,0
00-10122731,,0
00-38006066,,0
00-17045220,,0
00-50154990,,0
00-93391160,,0
00-88775038,,0
00-12780443,,0
00-68581283,,0
00-26019397,,0
00-61202550,,0
00-57225359,,0
00-99856875,,0
00-94772931,,0
00-84599555,,0
00-92714079,,0
00-30127592,,0
00-36878911,,0
00-73309036,,0
00-49407965,,0
00-15063406,,0
00-44345256,,0
00-29019782,,0
00-70631334,,0
00-19868991,,0
00-33426205,,0
00-71691749,,0
00-82246104,,0
00-79372824,,0
00-24358786,,0
00-50255085,,0
00-99719331,,0
00-37323267,,0
00-75485030,,0
00-95158087,,0
00-86680371,,0
00-13695007,,0
00-68017753,,0
00-20471228,,0
00-94085288,,0
00-74689395,,0
00-91002225,,0
00-54836082,,0
00-31366388,,0
00-34532913,,0
00-78674708,,0
00-34049258,,0
00-49000919,,0
00-25511151,,0
00-55347939,,0
00-31212522,,0
00-70549061,,0
00-67600736,,0
00-68020373,,0
00-20724388,,0
00-87217700,,0
00-31025774,,0
00-89328380,,0
00-67841075,,0
00-65374574,,0
00-34390832,,0
00-25772785,,0
00-30981381,,0
00-61566086,,0
00-42458022,,0
00-71020042,,0
00-15854522,,0
00-28265078,,0
00-94009764,,0
00-68808057,,0
00-49315407,,0
00-79079708,,0
00-16242640,,0
00-40765501,,0
00-17972328,,0
00-91456926,,0
00-88150391,,0
00-23368583,,0
00-90244451,,0
00-66250899,,0
00-88077298,,0
00-27028750,,0
00-51818682,,0
00-22227594,,0
00-51740604,,0
00-19196824,,0
00-90931259,,0
00-72777350,,0
00-49922892,,0
00-57166514,,0
00-47400852,,0
00-64788762,,0
00-56352382,,0
00-62986889,,0
00-88056420,,0
00-60044951,,0
00-48133464,,0
00-72986894,,0
00-45136671,,0
00-31911949,,0
00-12587407,,0
00-38190740,,0
00-90589106,,0
00-75923591,,0
00-29353979,,0
00-91228073,,0
00-65596056,,0
00-11306363,,0
00-99623431,,0
00-61182388,,0
00-51576275,,0
00-22195202,,0
00-96786855,,0
00-80852543,,0
00-68131630,,0
00-85384682,,0
00-15560483,,0
00-60598783,,0
00-19492312,,0
00-61760093,,0
00-98232407,,0
00-65105128,,0
00-38168948,,0
00-98538924,,0
00-10978481,,0
00-85655486,,0
00-53546572,,0
00-29378957,,0
00-46992495,,0
00-98236069,,0
00-13848263,,0
00-33584929,,0
00-20090296,,0
00-83063326,,0
00-70346785,,0
00-42466665,,0
00-37022137,,0
00-71836850,,0
00-65782199,,0
00-77572962,,0
00-64979383,,0
00-26081719,,0
00-68719406,,0
00-25633618,,0
00-99746613,,0
00-62190363,,0
00-36154680,,0
00-94493959,,0
00-48990885,,0
00-61790520,,0
00-89715350,,0
00-29788104,,0
00-24657555,,0
00-18130731,,0
00-89984645,,0
00-97924151,,0
00-26730079,,0
00-52061564,,0
00-97084206,,0
00-69737587,,0
00-75569067,,0
00-88528134,,0
00-21282229,,0
00-12641440,,0
00-27698856,,0
00-71103822,,0
00-57937270,,0
00-40135742,,0
00-56588756,,0
00-88402053,,0
00-37592908,,0
00-18076555,,0
00-32436477,,0
00-52276352,,0
00-88963137,,0
00-99889840,,0
00-28904718,,0
00-13760835,,0
00-48564701,,0
00-91329718,,0
00-82955931,,0
00-29310253,,0
00-94738725,,0
00-83826394,,0
00-61657510,,0
00-76632538,,0
00-46317732,,0
00-54331052,,0
00-96551565,,0
00-14887763,,0
00-66701893,,0
00-91644753,,0
00-71699325,,0
00-34058025,,0
00-30002379,,0
00-23821579,,0
00-20067840,,0
00-35848410,,0
00-45817693,,0
00-69051822,,0
00-84345332,,0
00-34796678,,0
00-66394418,,0
00-10605250,,0
00-99516588,,0
00-13427039,,0
00-66780992,,0
00-40726021,,0
00-59944615,,0
00-33118870,,0
00-81443936,,0
00-22421986,,0
00-34616876,,0
00-16552492,,0
00-79393678,,0
00-43369932,,0
00-73384034,,0
00-83191432,,0
00-64727631,,0
00-85591614,,0
00-47813626,,0
00-69134843,,0
00-11740542,,0
00-49657541,,0
00-63781664,,0
00-48068331,,0
00-91639621,,0
00-81755760,,0
00-45472873,,0
00-83114697,,0
00-43552306,,0
00-40436373,,0
00-44737951,,0
00-37970469,,0
00-48959030,,0
00-95870691,,0
00-76801198,,0
00-98286472,,0
00-96102774,,0
00-45566111,,0
00-99429774,,0
00-61807582,,0
00-14535123,,0
00-86862400,,0
00-87771867,,0
00-17626061,,0
00-27845866,,0
00-79107561,,0
00-95786832,,0
00-61617675,,0
00-68770286,,0
00-96526748,,0
00-19491470,,0
00-87338673,,0
00-14236689,,0
00-45121991,,0
00-60185378,,0
00-88802221,,0
00-66066184,,0
00-35413534,,0
00-14609555,,0
00-83499395,,0
00-48561390,,0
00-17850078,,0
00-87070198,,0
00-26099456,,0
00-89992496,,0
00-54492673,,0
00-62536177,,0
00-21230536,,0
00-10159801,,0
00-38724658,,0
00-88577462,,0
00-40021918,,0
00-43814834,,0
00-49123810,,0
00-50912093,,0
00-23054418,,0
00-94438452,,0
00-48374892,,0
00-66470487,,0
00-77607486,,0
00-74316841,,0
00-76972974,,0
00-35978209,,0
00-63667053,,0
00-65154850,,0
00-63124684,,0
00-25925976,,0
00-92639155,,0
00-48024987,,0
00-78172295,,0
00-32518072,,0
00-13003234,,0
00-50342521,,0
00-25673469,,0
00-20620936,,0
00-71912861,,0
00-60458379,,0
00-37937587,,0
00-21043725,,0
00-60794986,,0
00-71151032,,0
00-38963196,,0
00-81340076,,0
00-16314366,,0
00-38084257,,0
00-76129080,,0
00-14073160,,0
00-67943314,,0
00-50279806,,0
00-34077528,,0
00-96245917,,0
00-20307567,,0
00-79302626,,0
00-90402724,,0
00-36739479,,0
00-94087394,,0
00-32531664,,0
00-39352584,,0
00-45253038,,0
00-75666288,,0
00-80017740,,0
00-29487289,,0
00-17167272,,0
00-72738656,,0
00-66795633,,0
00-62978421,,0
00-13986434,,0
00-80657083,,0
00-32174293,,0
00-12328554,,0
00-42120359,,0
00-75449429,,0
00-89415669,,0
00-33994116,,0
00-29485870,,0
00-82204352,,0
00-54392606,,0
00-55824683,,0
00-79241385,,0
00-86044212,,0
00-50273561,,0
00-69261347,,0
00-45374067,,0
00-37482786,,0
00-89971987,,0
00-55984047,,0
00-95460732,,0
00-62914143,,0
00-30772573,,0
00-33141548,,0
00-12562661,,0
00-11632815,,0
00-48294101,,0
00-86409465,,0
00-58259460,,0
00-44099461,,0
00-27926819,,0
00-77456072,,0
00-43278142,,0
00-42646040,,0
00-36724504,,0
00-99520336,,0
00-56822059,,0
00-44654107,,0
00-26250483,,0
00-47017197,,0
00-76369717,,0
00-41554178,,0
00-21114927,,0
00-65246410,,0
00-21140488,,0
00-61043561,,0
00-30320928,,0
00-53114614,,0
00-65967954,,0
00-70580360,,0
00-90282015,,0
00-74966232,,0
00-55952797,,0
00-88310524,,0
00-17632213,,0
00-39552089,,0
00-41361578,,0
00-40894000,,0
00-38833181,,0
00-90044318,,0
00-30051403,,0
00-28482756,,0
00-89287426,,0
00-23733443,,0
00-29329805,,0
00-84846712,,0
00-74175195,,0
00-86197740,,0
00-12898255,,0
00-15356036,,0
00-17288491,,0
00-65989780,,0
00-55297384,,0
00-77605530,,0
00-25903665,,0
00-38747971,,0
00-57263919,,0
00-25392453,,0
00-75211190,,0
00-58061434,,0
00-60829941,,0
00-39090885,,0
00-82675403,,0
00-50750934,,0
00-15396384,,0
00-56731994,,0
00-37386042,,0
00-33559082,,0
00-95606010,,0
00-66314078,,0
00-59303460,,0
00-28164926,,0
00-44042835,,0
00-11116303,,0
00-22730042,,0
00-62430296,,0
00-91945021,,0
00-66344563,,0
00-48155583,,0
00-35489981,,0
00-34609232,,0
00-87632976,,0
00-82347561,,0
00-93437116,,0
00-18311653,,0
00-15168989,,0
00-92804565,,0
00-34519519,,0
00-28865664,,0
00-22003335,,0
00-47998956,,0
00-98211256,,0
00-22938359,,0
00-84304333,,0
00-66439314,,0
00-69509188,,0
00-99250285,,0
00-76428236,,0
00-84084918,,0
00-76323560,,0
00-20327693,,0
00-62794229,,0
00-46245645,,0
00-76498932,,0
00-93098685,,0
00-53866598,,0
00-98837210,,0
00-59411699,,0
00-13391969,,0
00-87311859,,0
00-83998759,,0
00-79552316,,0
00-79834723,,0
00-96623797,,0
00-32031067,,0
00-24161873,,0
00-23068017,,0
00-67824109,,0
00-96096076,,0
00-45392370,,0
00-34502256,,0
00-83893835,,0
00-46255595,,0
00-66562468,,0
00-40423822,,0
00-55929418,,0
00-34304645,,0
00-97755782,,0
00-56069176,,0
00-79654067,,0
00-88347188,,0
00-74625235,,0
00-75220319,,0
00-48687319,,0
00-16531664,,0
00-43867505,,0
00-62450843,,0
00-73889311,,0
00-50134687,,0
00-80656754,,0
00-74326441,,0
00-81509657,,0
00-37811066,,0
00-98834823,,0
00-75535348,,0
00-61644447,,0
00-49905650,,0
00-29237874,,0
00-27748209,,0
00-92529913,,0
00-44002147,,0
00-82522192,,0
00-30804224,,0
00-49971412,,0
00-39906700,,0
00-95286200,,0
00-15537346,,0
00-76732073,,0
00-66674138,,0
00-32121080,,0
00-19855438,,0
00-90771986,,0
00-94437310,,0
00-40425150,,0
00-46143610,,0
00-79608534,,0
00-63929804,,0
00-51772295,,0
00-71452014,,0
00-16119049,,0
00-93335181,,0
00-64928808,,0
00-30370571,,0
00-59236216,,0
00-23948250,,0
00-73969348,,0
00-49548494,,0
00-29978275,,0
00-56507120,,0
00-96874609,,0
00-49453440,,0
00-52799635,,0
00-34253410,,0
00-59117104,,0
00-79090975,,0
00-11691339,,0
00-24346658,,0
00-28396177,,0
00-32112320,,0
00-17095369,,0
00-98981466,,0
00-91439883,,0
00-21869810,,0
00-54102252,,0
00-68753131,,0
00-65824999,,0
00-89445871,,0
00-34690946,,0
00-48909287,,0
00-65299543,,0
00-95420677,,0
00-75534015,,0
00-42261979,,0
00-58956912,,0
00-55624694,,0
00-87446237,,0
00-39498788,,0
00-60605018,,0
00-90501614,,0
00-23430634,,0
00-17737798,,0
00-78601597,,0
00-50413766,,0
00-90222197,,0
00-30350750,,0
00-37442403,,0
00-36061115,,0
00-28793298,,0
00-49816893,,0
00-32573757,,0
00-17097304,,0
00-32862496,,0
00-98505617,,0
00-31028161,,0
00-14481563,,0
00-52417781,,0
00-84291824,,0
00-29911932,,0
00-23652183,,0
00-12632034,,0
00-80270040,,0
00-96211645,,0
00-84615922,,0
00-16094691,,0
00-27155779,,0
00-89014190,,0
00-49428563,,0
00-96711226,,0
00-95461939,,0
00-89431668,,0
00-61325510,,0
00-10614102,,0
00-99900450,,0
00-56535615,,0
00-64677550,,0
00-18639596,,0
00-61448694,,0
00-29000472,,0
00-80276331,,0
00-67639002,,0
00-10486734,,0
00-84737376,,0
00-42821225,,0
00-47363712,,0
00-37974764,,0
00-88463726,,0
00-48762628,,0
00-13113730,,0
00-61890318,,0
00-68400503,,0
00-85268425,,0
00-27719312,,0
00-94259904,,0
00-73019381,,0
00-41417664,,0
00-42521351,,0
00-11524245,,0
00-69637432,,0
00-42661791,,0
00-54662015,,0
00-11558972,,0
00-19257341,,0
00-21660923,,0
00-85773927,,0
00-62608499,,0
00-64162221,,0
00-35551798,,0
00-84189328,,0
00-87316551,,0
00-95852907,,0
00-15938855,,0
00-71837216,,0
00-87561262,,0
00-49274257,,0
00-27812995,,0
00-30898267,,0
00-29175605,,0
00-96965116,,0
00-68162241,,0
00-74132366,,0
00-69310555,,0
00-11524247,,0
00-85042992,,0
00-66925051,,0
00-22367293,,0
00-23590593,,0
00-11907415,,0
00-41826980,,0
00-82150950,,0
00-64920799,,0
00-38876806,,0
00-16203566,,0
00-20310693,,0
00-17367600,,0
00-52266854,,0
00-33585405,,0
00-36323326,,0
00-39050434,,0
00-35543591,,0
00-17200455,,0
00-13235892,,0
00-61452687,,0
00-75792454,,0
00-31331521,,0
00-16710432,,0
00-36888045,,0
00-41477910,,0
00-80192097,,0
00-22018085,,0
00-42626898,,0
00-80561155,,0
00-46770884,,0
00-52726741,,0
00-66596788,,0
00-29052219,,0
00-61228594,,0
00-86861917,,0
00-73057193,,0
00-83619337,,0
00-25164841,,0
00-28337367,,0
00-26419085,,0
00-64402540,,0
00-97890289,,0
00-32650041,,0
00-13443928,,0
00-81503033,,0
00-27786534,,0
00-82287324,,0
00-50698994,,0
00-90436791,,0
00-21869032,,0
00-12428651,,0
00-15317415,,0
00-76335645,,0
00-74030858,,0
00-85023475,,0
00-12986769,,0
00-88039848,,0
00-12132081,,0
00-77539115,,0
00-11658976,,0
00-97667521,,0
00-41150478,,0
00-24428751,,0
00-12454378,,0
00-23828160,,0
00-29203413,,0
00-47433364,,0
00-33869685,,0
00-81362827,,0
00-81949589,,0
00-26511054,,0
00-69672487,,0
00-46338173,,0
00-27231111,,0
00-50251854,,0
00-39586634,,0
00-14362261,,0
00-55202165,,0
00-94132724,,0
00-82890938,,0
00-85185498,,0
00-92434304,,0
00-43501223,,0
00-65525803,,0
00-86650083,,0
00-89257196,,0
00-99705272,,0
00-77663082,,0
00-92804244,,0
00-18865799,,0
00-65333444,,0
00-55282739,,0
00-82774096,,0
00-75103644,,0
00-85587210,,0
00-97869173,,0
00-55356673,,0
00-72228848,,0
00-59823728,,0
00-41269891,,0
00-69874989,,0
00-52806362,,0
00-95581622,,0
00-47403668,,0
00-95787279,,0
00-28445351,,0
00-79296719,,0
00-72505408,,0
00-27137020,,0
00-97940069,,0
00-52376590,,0
00-68011418,,0
00-43422272,,0
00-11889398,,0
00-23482325,,0
00-36567299,,0
00-48612968,,0
00-90108005,,0
00-47329499,,0
00-92474982,,0
00-66781775,,0
00-94132688,,0
00-98943201,,0
00-82774717,,0
00-76566782,,0
00-44147341,,0
00-59407992,,0
00-82364511,,0
00-92518294,,0
00-21945758,,0
00-44835414,,0
00-75990558,,0
00-28555963,,0
00-75035598,,0
00-63973235,,0
00-85805745,,0
00-86867112,,0
00-93101517,,0
00-57617569,,0
00-37895721,,0
00-10076576,,0
00-30897858,,0
00-57930481,,0
00-71535643,,0
00-16594707,,0
00-43911809,,0
00-84036002,,0
00-95113478,,0
00-33740148,,0
00-50729055,,0
00-60066663,,0
00-19999329,,0
00-53119744,,0
00-97541827,,0
00-45413896,,0
00-63236763,,0
00-55209042,,0
00-13259190,,0
00-35212337,,0
00-78700401,,0
00-34845617,,0
00-39566552,,0
00-15091628,,0
00-30206188,,0
00-87984620,,0
00-93578798,,0
00-13792466,,0
00-34753345,,0
00-16378574,,0
00-42252798,,0
00-32708438,,0
00-10573904,,0
00-96551756,,0
00-82706100,,0
00-68590128,,0
00-61769856,,0
00-74715566,,0
00-47135338,,0
00-88598201,,0
00-82631078,,0
00-83884042,,0
00-17299874,,0
00-79492537,,0
00-92778089,,0
00-38190192,,0
00-45999989,,0
00-91057016,,0
00-73412327,,0
00-25882013,,0
00-90242618,,0
00-73606627,,0
00-33058100,,0
00-67810328,,0
00-66081482,,0
00-40396847,,0
00-42174926,,0
00-31516779,,0
00-31770277,,0
00-98445699,,0
00-28150688,,0
00-37359832,,0
00-54551385,,0
00-10183025,,0
00-81883251,,0
00-82788896,,0
00-61007346,,0
00-62935392,,0
00-23437484,,0
00-93346861,,0
00-39556025,,0
00-66703371,,0
00-71192114,,0
00-14052129,,0
00-57356259,,0
00-89327948,,0
00-90296988,,0
00-19797079,,0
00-94181500,,0
00-34027688,,0
00-57423826,,0
00-53196359,,0
00-31784381,,0
00-59994691,,0
00-86657828,,0
00-18601785,,0
00-72306347,,0
00-78717559,,0
00-80345971,,0
00-23530374,,0
00-18808386,,0
00-67500657,,0
00-79518667,,0
00-78636393,,0
00-57463440,,0
00-44744624,,0
00-75527308,,0
00-13540146,,0
00-25456185,,0
00-85477483,,0
00-72222360,,0
00-32848229,,0
00-26372136,,0
00-72391513,,0
00-26138711,,0
00-25962162,,0
00-86934791,,0
00-34286300,,0
00-77970791,,0
00-20560999,,0
00-29101240,,0
00-34457853,,0
00-88360154,,0
00-70588258,,0
00-68801935,,0
00-40996944,,0
00-61069257,,0
00-48130237,,0
00-55656032,,0
00-45353058,,0
00-63010703,,0
00-95486212,,0
00-13092131,,0
00-92296403,,0
00-66453468,,0
00-50540480,,0
00-25827722,,0
00-29770964,,0
00-90788531,,0
00-63881516,,0
00-96141406,,0
00-80757997,,0
00-40710031,,0
00-89723307,,0
00-20204755,,0
00-54733168,,0
00-56753777,,0
00-29027158,,0
00-66404064,,0
00-85533812,,0
00-69871522,,0
00-19046325,,0
00-62982727,,0
00-31393688,,0
00-70434208,,0
00-91640102,,0
00-35959953,,0
00-25879991,,0
00-31950353,,0
00-10881653,,0
00-50045650,,0
00-43889297,,0
00-23196701,,0
00-31706187,,0
00-54925754,,0
00-61038473,,0
00-53281687,,0
00-56453084,,0
00-20698169,,0
00-55405943,,0
00-40980281,,0
00-24712259,,0
00-78321018,,0
00-37967928,,0
00-28109926,,0
00-45651567,,0
00-33159530,,0
00-42706763,,0
00-63852997,,0
00-85898994,,0
00-89498519,,0
00-61552873,,0
00-44103265,,0
00-82850150,,0
00-18540104,,0
00-54910445,,0
00-92604294,,0
00-88545322,,0
00-15519702,,0
00-94594084,,0
00-35005914,,0
00-97560003,,0
00-31843350,,0
00-53309532,,0
00-75937784,,0
00-48546517,,0
00-85687408,,0
00-65157243,,0
00-15614448,,0
00-13530859,,0
00-63833929,,0
00-56776651,,0
00-53844504,,0
00-21908902,,0
00-43768952,,0
00-66115154,,0
00-12623306,,0
00-36687785,,0
00-20074430,,0
00-18685284,,0
00-67179047,,0
00-88420719,,0
00-31076941,,0
00-94071070,,0
00-32006802,,0
00-52500820,,0
00-78806863,,0
00-98221887,,0
00-72157065,,0
00-69122877,,0
00-80877336,,0
00-21941909,,0
00-12884132,,0
00-15910104,,0
00-68147182,,0
00-35231795,,0
00-34664126,,0
00-71551388,,0
00-15650731,,0
00-72234675,,0
00-94191586,,0
00-93451534,,0
00-75175799,,0
00-42875807,,0
00-47940248,,0
00-34120341,,0
00-15727862,,0
00-81215433,,0
00-92662979,,0
00-81787784,,0
00-66039079,,0
00-62953021,,0
00-75042161,,0
00-67105644,,0
00-66918776,,0
00-23107454,,0
00-85031958,,0
00-76177073,,0
00-27063481,,0
00-77855697,,0
00-35647136,,0
00-32010905,,0
00-48559355,,0
00-50553227,,0
00-31076551,,0
00-20236554,,0
00-99736040,,0
00-52071895,,0
00-69755911,,0
00-56113991,,0
00-50409241,,0
00-95901983,,0
00-36017491,,0
00-56833660,,0
00-97772249,,0
00-82129095,,0
00-29992004,,0
00-92461184,,0
00-15124422,,0
00-62156850,,0
00-40038761,,0
00-24468787,,0
00-29871432,,0
00-33260196,,0
00-53588695,,0
00-53961638,,0
00-28238410,,0
00-17832182,,0
00-15486848,,0
00-49937484,,0
00-56415774,,0
00-85927914,,0
00-32491607,,0
00-50998348,,0
00-33781932,,0
00-76277877,,0
00-61999551,,0
00-87453221,,0
00-64864149,,0
00-24916551,,0
00-66938098,,0
00-63679416,,0
00-10982850,,0
00-97206603,,0
00-48814484,,0
00-76972989,,0
00-43416963,,0
00-81918425,,0
00-47508261,,0
00-60293477,,0
00-98399977,,0
00-66701227,,0
00-20655497,,0
00-59597995,,0
00-85375348,,0
00-48576654,,0
00-23833135,,0
00-14083774,,0
00-24643784,,0
00-79700460,,0
00-75559230,,0
00-35865956,,0
00-64410410,,0
00-12180043,,0
00-27205509,,0
00-98404605,,0
00-71826611,,0
00-38754429,,0
00-78885653,,0
00-37637454,,0
00-14587918,,0
00-82808690,,0
00-42491014,,0
00-25089913,,0
00-63572753,,0
00-54605939,,0
00-21248519,,0
00-69742764,,0
00-47223512,,0
00-83206688,,0
00-73637312,,0
00-87297675,,0
00-65166830,,0
00-84633131,,0
00-87246064,,0
00-84219322,,0
00-40388900,,0
00-66249702,,0
00-66650860,,0
00-11292919,,0
00-90227105,,0
00-73582537,,0
00-67953597,,0
00-70326441,,0
00-91604268,,0
00-37257905,,0
00-78259723,,0
00-12402352,,0
00-37634396,,0
00-88544364,,0
00-19232076,,0
00-28762277,,0
00-46712288,,0
00-82580645,,0
00-72265475,,0
00-30380452,,0
00-67973424,,0
00-41235369,,0
00-61722494,,0
00-32259144,,0
00-72058457,,0
00-58798364,,0
00-32914336,,0
00-24067040,,0
00-17597364,,0
00-16063489,,0
00-65710942,,0
00-39361293,,0
00-61427803,,0
00-75629343,,0
00-70190702,,0
00-83500120,,0
00-65091049,,0
00-43229057,,0
00-35945352,,0
00-25496941,,0
00-38568789,,0
00-99673571,,0
00-64609958,,0
00-27089076,,0
00-42849585,,0
00-97038284,,0
00-84095884,,0
00-38408798,,0
00-91678422,,0
00-42971677,,0
00-29840362,,0
00-26411718,,0
00-18680409,,0
00-43130320,,0
00-27455427,,0
00-22153955,,0
00-97766064,,0
00-93366885,,0
00-65377624,,0
00-24195922,,0
00-44578176,,0
00-73912828,,0
00-15014140,,0
00-78946993,,0
00-80139805,,0
00-51220925,,0
00-76034587,,0
00-94407627,,0
00-15425057,,0
00-97469782,,0
00-48488047,,0
00-37535486,,0
00-96290472,,0
00-66846657,,0
00-78996054,,0
00-38791442,,0
00-64426343,,0
00-34926040,,0
00-40268764,,0
00-12130654,,0
00-58524020,,0
00-21207286,,0
00-83077607,,0
00-62527814,,0
00-20560435,,0
00-81907704,,0
00-70305001,,0
00-68648080,,0
00-96198970,,0
00-94851724,,0
00-52740512,,0
00-31520919,,0
00-84776506,,0
00-32472549,,0
00-23266082,,0
00-51536803,,0
00-19066901,,0
00-82425578,,0
00-78698664,,0
00-93457527,,0
00-73723578,,0
00-28212104,,0
00-19848166,,0
00-40465492,,0
00-59226631,,0
00-90189606,,0
00-27480237,,0
00-37249427,,0
00-25368078,,0
00-37128906,,0
00-70270117,,0
00-29373095,,0
00-21597807,,0
00-85887023,,0
00-64027629,,0
00-61650472,,0
00-37073928,,0
00-41048131,,0
00-31100279,,0
00-47056223,,0
00-43533779,,0
00-18169239,,0
00-56754892,,0
00-81127300,,0
00-11381630,,0
00-63880436,,0
00-93800137,,0
00-81368528,,0
00-10808854,,0
00-47381773,,0
00-20892520,,0
00-91792282,,0
00-47131272,,0
00-89558393,,0
00-99369591,,0
00-74259620,,0
00-77674770,,0
00-75488223,,0
00-39830286,,0
00-26735503,,0
00-79218457,,0
00-13885356,,0
00-82665857,,0
00-69259769,,0
00-60105741,,0
00-85246298,,0
00-38237596,,0
00-23772773,,0
00-19180999,,0
00-63529606,,0
00-56223778,,0
00-23189607,,0
00-25419427,,0
00-29923261,,0
00-72982807,,0
00-44780900,,0
00-64891734,,0
00-78797888,,0
00-70473000,,0
00-80841778,,0
00-11762146,,0
00-40418726,,0
00-27898844,,0
00-85660611,,0
00-75163798,,0
00-13048008,,0
00-92715650,,0
00-89670961,,0
00-18573074,,0
00-20488284,,0
00-62218908,,0
00-46169218,,0
00-14323017,,0
00-16368984,,0
00-92207221,,0
00-21220004,,0
00-90557330,,0
00-40784021,,0
00-91146225,,0
00-99903903,,0
00-93274201,,0
00-48240309,,0
00-50065416,,0
00-52718779,,0
00-20239462,,0
00-89505910,,0
00-68830582,,0
00-98263548,,0
00-21005469,,0
00-51489399,,0
00-42989230,,0
00-76003853,,0
00-15754576,,0
00-81622676,,0
00-96167913,,0
00-16118522,,0
00-48606206,,0
00-24015162,,0
00-33448079,,0
00-17219866,,0
00-77489633,,0
00-17232064,,0
00-75025705,,0
00-46367920,,0
00-73894187,,0
00-21517819,,0
00-43810519,,0
00-99047650,,0
00-58796241,,0
00-53017146,,0
00-61320957,,0
00-28134815,,0
00-16356704,,0
00-80248400,,0
00-64346815,,0
00-59037166,,0
00-64290781,,0
00-57778592,,0
00-46675397,,0
00-43927264,,0
00-19209640,,0
00-90613810,,0
00-76168894,,0
00-98521869,,0
00-49119248,,0
00-24055958,,0
00-92602298,,0
00-26968753,,0
00-76814283,,0
00-31219581,,0
00-98070016,,0
00-68230817,,0
00-25177555,,0
00-13800827,,0
00-65454417,,0
00-32225454,,0
00-48143010,,0
00-34342463,,0
00-19023822,,0
00-20050169,,0
00-95380301,,0
00-52011533,,0
00-18542875,,0
00-61681908,,0
00-33996035,,0
00-49691460,,0
00-80437142,,0
00-18702667,,0
00-96389831,,0
00-24962673,,0
00-87499715,,0
00-41720243,,0
00-84522968,,0
00-57058571,,0
00-47791498,,0
00-35297638,,0
00-85088096,,0
00-70244877,,0
00-37713235,,0
00-42456869,,0
00-92776015,,0
00-79438761,,0
00-97929289,,0
00-28907022,,0
00-67551532,,0
00-68778104,,0
00-40265112,,0
00-41182544,,0
00-48146203,,0
00-76684091,,0
00-15715022,,0
00-76634324,,0
00-64895832,,0
00-86321420,,0
00-81762744,,0
00-51531940,,0
00-81139955,,0
00-21555506,,0
00-14231385,,0
00-45405879,,0
00-69742517,,0
00-19168351,,0
00-15064880,,0
00-49490030,,0
00-36368322,,0
00-58370857,,0
00-22259214,,0
00-24336334,,0
00-97954019,,0
00-38052325,,0
00-66315301,,0
00-95573823,,0
00-84535522,,0
00-16920612,,0
00-51611169,,0
00-58305167,,0
00-97271147,,0
00-41887353,,0
00-22891308,,0
00-13276720,,0
00-72213255,,0
00-93932840,,0
00-52146187,,0
00-74399577,,0
00-35189235,,0
00-93912944,,0
00-80771894,,0
00-28444834,,0
00-36912165,,0
00-54799885,,0
00-30772136,,0
00-66973584,,0
00-12019224,,0
00-14755216,,0
00-94194414,,0
00-67261364,,0
00-44258271,,0
00-18814465,,0
00-90476326,,0
00-52286809,,0
00-36618901,,0
00-19222246,,0
00-91468439,,0
00-71471521,,0
00-34015248,,0
00-21081940,,0
00-30630696,,0
00-93348828,,0
00-70251644,,0
00-87926229,,0
00-29537240,,0
00-39971710,,0
00-62564632,,0
00-12384932,,0
00-26148236,,0
00-17024006,,0
00-11055438,,0
00-75893962,,0
00-26955135,,0
00-87786253,,0
00-13158362,,0
00-11798091,,0
00-25422230,,0
00-24919894,,0
00-12238258,,0
00-95018569,,0
00-11820133,,0
00-61112422,,0
00-54572063,,0
00-17284695,,0
00-93070162,,0
00-24284867,,0
00-85952511,,0
00-66192230,,0
00-92972295,,0
00-70307870,,0
00-35633055,,0
00-61845268,,0
00-84818976,,0
00-77638983,,0
00-27705940,,0
00-82591844,,0
00-27070364,,0
00-88968371,,0
00-91553176,,0
00-65053892,,0
00-96869121,,0
00-81684250,,0
00-83404334,,0
00-90982133,,0
00-10299883,,0
00-60355335,,0
00-13532190,,0
00-37698521,,0
00-13887287,,0
00-42905017,,0
00-70179889,,0
00-27282930,,0
00-89400280,,0
00-90592995,,0
00-25021199,,0
00-73845946,,0
00-82670169,,0
00-50744867,,0
00-26518916,,0
00-75122376,,0
00-39596058,,0
00-76565050,,0
00-40853990,,0
00-33767704,,0
00-88598588,,0
00-87558199,,0
00-68893279,,0
00-49909444,,0
00-82746008,,0
00-18766990,,0
00-38825960,,0
00-80806579,,0
00-62724691,,0
00-17456282,,0
00-42895027,,0
00-48526473,,0
00-79505854,,0
